id,create_time,name,message,type,link,comments,reactions,shares
232633627068_10155733098277069,2017-03-28 09:30:00,雙線道迴轉要幾次　這位叫他「七次郎」,"人都有新手時期咩，只要沒違規大家就用關愛的眼神守護他吧～ #宅編
　　
【完整 #動新聞】雙線道迴轉要幾次　這位叫他「七次郎」
http://www.appledaily.com.tw/actionnews/appledaily/5/20170327/1085157/
　
【圖文報導】
http://www.appledaily.com.tw/realtimenews/article/local/20170327/1085157/
　
#迴轉 #爆廢公社 #開車",video,https://www.facebook.com/appledaily.tw/videos/10155733098277069/,6,103,6.0
232633627068_10155733372007069,2017-03-28 09:19:45,韓職挖角艾迪頓中信放人　價碼高出台灣近10倍,"樂天巨人價碼高出台灣近10倍挖角 😲😲😲
　
Passion Sisters 中信兄弟啦啦隊 #中信兄弟 #艾迪頓 #洋投 #挖角 #CPBL CPBL 中華職棒
🐃在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/sports/20170328/1086190/,13,504,
232633627068_10155732974992069,2017-03-28 09:10:00,【三代同堂】邱淑貞閃刷一咖LV箱　15歲正翻愛女噴孝心,"唉呀岳母您怎麼沒叫小婿去拿包呢>///< #宅編
　　
完整 #動新聞【三代同堂】邱淑貞閃刷一咖LV箱　15歲正翻愛女噴孝心
http://ent.appledaily.com.tw/actionnews/index/20170327/1085100/0
　
【圖文報導】
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170327/1085100/
　
#邱淑貞 #沈月 #沈日",video,https://www.facebook.com/appledaily.tw/videos/10155732974992069/,11,433,5.0
232633627068_10155730506002069,2017-03-28 09:00:00,蘋果精選影片-鬼之切入,"你以為是拓海逆？最高只能給87分~不能再低惹 #皮編 😲😲😲
　
#蘋果精選影片 #鬼之切入 #影片 #休旅車 #爆料公社 #國道",video,https://www.facebook.com/appledaily.tw/videos/10155730506002069/,101,1284,54.0
232633627068_10155733324232069,2017-03-28 08:49:28,9張圖看懂　馬英九遭告洩密為何無罪,"為何無罪？９張圖告訴你
　
【#火線話題】馬英九洩密案無罪
https://goo.gl/VhE8H5
　
#馬英九 #洩密案 #無罪 
🐃在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/politics/20170328/1086099/,36,199,4.0
232633627068_10155732758112069,2017-03-28 08:40:00,屁孩闖遶境隊伍嗆標哥　「預約海景第一排」,"謝謝你，用生命守護台灣的海岸（合掌）#讓我們懷著感恩的心情分享出去
　　
【屁孩闖遶境隊伍嗆標哥　「預約海景第一排」】
http://www.appledaily.com.tw/realtimenews/article/local/20170325/1084249/
　
#媽寶 #海景第一排 #媽祖遶境 #遶境 #大甲媽 #顏清標 #蘋果精選影片",video,https://www.facebook.com/appledaily.tw/videos/10155732758112069/,130,1157,61.0
232633627068_10155733296597069,2017-03-28 08:28:57,馬英九教唆洩密案無罪　馬辦：感謝法官適法適當判決,"#最新 
　
【相關】馬英九教唆洩密無罪　柯建銘：大悲無淚上訴到底
http://www.appledaily.com.tw/realtimenews/article/politics/20170328/1086200/
　
【相關】馬英九獲判無罪　民進黨：不掩蓋干涉司法事實
http://www.appledaily.com.tw/realtimenews/article/politics/20170328/1086152/
　
【#火線話題】馬英九洩密案無罪
https://goo.gl/VhE8H5
　
#馬英九 #洩密案 #無罪 #馬辦 馬英九
🐃在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/politics/20170328/1086195/,41,337,2.0
232633627068_10155733265932069,2017-03-28 08:20:00,台灣千金出家十年　為愛還俗賣茶,"能想開，能幫助人到人，出家並不是重點
　
#國際 #千金 #出家 #還俗
🐃在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/international/20170328/1085755/,22,654,14.0
232633627068_10155732833852069,2017-03-28 08:10:00,【獨家抓猴片】蔡閨易容跟監　驚撞黑老大嘿咻,"「我易容但忘記變聲，那位大哥認出我是蔡閨，他正在做那件事，還叫我們不要看，很尷尬」 哈哈哈哈哈哈哈，忘記變聲XDD  #宅編
　　
完整 #動新聞【獨家抓猴片】蔡閨易容跟監　驚撞黑老大嘿咻
http://ent.appledaily.com.tw/actionnews/index/20170327/1084816/0
　
【圖文報導】
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170327/1084816/
　
#蔡閨 #徵信社 #抓猴 #蘋果動畫",video,https://www.facebook.com/appledaily.tw/videos/10155732833852069/,9,274,5.0
232633627068_10155733254897069,2017-03-28 08:04:16,吃喝玩樂蘋果花,"#直播結束【男人怕早衰？直擊精子活跳跳的奧祕】
　
《蘋果》副刊帶你獨家直擊北醫生殖醫學中心，想看「取精室」長啥樣？想知道實驗室怎麼檢查精子活性嗎？專業、知性又趣味十足，讓你長知識又有見識！
　
#台北醫學大學附設醫院 #林時羽醫師試管嬰兒不孕症生殖醫學 #FHM",video,https://www.facebook.com/apple.supplement/videos/1102267916585317/,8,118,
232633627068_10155732807187069,2017-03-28 07:50:03,【動畫】兩車輾過致半癱　痛苦男要媽媽「放棄吧」,"他用微小的力氣在小黑板寫上：「媽媽放棄吧，沒有錢」
　　
完整 #動新聞【動畫】兩車輾過致半癱　痛苦男要媽媽「放棄吧」
http://www.appledaily.com.tw/actionnews/appledaily/7/20170327/1085142/
　
【圖文報導】
http://www.appledaily.com.tw/realtimenews/article/international/20170327/1085142/
　
#半癱 #車禍 #蘋果動畫",video,https://www.facebook.com/appledaily.tw/videos/10155732807187069/,14,350,8.0
232633627068_10155733202947069,2017-03-28 07:40:26,馬英九洩密獲判無罪　卻還有6大案等著他,"除了洩密案，另外還有貓纜等六案 #最新
　
【#火線話題】馬英九洩密案無罪
https://goo.gl/VhE8H5 
　
#馬英九 #特偵組 馬英九 #洩密案 #北檢",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1086008,60,545,8.0
232633627068_10155732921232069,2017-03-28 07:30:00,【惡劣】約女夜遊求愛不成　渣男竟丟包摔人,"「打蚊子時不小心摸到對方胸部，沒有猥褻」這裡由太幽默，特別 highlight給大家看 #宅編
　　
完整 #動新聞【惡劣】約女夜遊求愛不成　渣男竟丟包摔人
http://www.appledaily.com.tw/actionnews/appledaily/5/20170328/1085539/
　
【圖文報導】
http://www.appledaily.com.tw/realtimenews/article/local/20170328/1085539/
　
#夜遊 #丟包 #蘋果動畫",video,https://www.facebook.com/appledaily.tw/videos/10155732921232069/,16,282,4.0
232633627068_10155733186237069,2017-03-28 07:22:06,沉沒大海3年　韓「世越號」撈出後發現罹難者遺體,"三年後終於 😢 #最新
　
#世越號 #南韓 #세월호",link,http://www.appledaily.com.tw/realtimenews/article/international/20170328/1086094/,36,2701,76.0
232633627068_10155733165927069,2017-03-28 07:08:24,【關鍵88秒】馬英九無罪理由　無法證明這通電話要求黃世銘洩密 | 即時新聞 | 20170328 | 蘋果日報,"！！！#最新
　
【#火線話題】馬英九洩密案無罪
https://goo.gl/VhE8H5 
　
#馬英九 #特偵組 #洩密 #柯建銘 馬英九 柯建銘",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1085269,198,955,198.0
232633627068_10155733138982069,2017-03-28 07:00:25,男排衝突神展開！推擠後下一秒　突然深情一吻,"喂～要不要這麼浪漫 XD #天編
　
#日本排球聯賽 #山本湧 #高松卓矢 #明星賽 #我倆惺惺相惜情不自禁 #YuYamamoto #TakuyaTakamatsu
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/sports/20170328/1086007/,250,6878,300.0
232633627068_10155732794237069,2017-03-28 06:50:00,大眼爆乳「不值花7千」　先被打槍後被逮,"想看價值7000的""照騙""... #宅編
　　
【完整 #動新聞】大眼爆乳「不值花7千」　先被打槍後被逮
http://www.appledaily.com.tw/actionnews/appledaily/5/20170327/1085222/
　
【圖文報導】
http://www.appledaily.com.tw/realtimenews/article/local/20170327/1085222/
　
#應召女 #打槍 #照騙 #蘋果動畫",video,https://www.facebook.com/appledaily.tw/videos/10155732794237069/,13,326,3.0
232633627068_10155733027562069,2017-03-28 06:40:00,豬哥亮和賀一航同癌不同命　胡瓜「被家務事煩心」,"什麼都比不過身體健康啊 (嘆) #天編
　
#豬哥亮 #賀一航 #胡瓜 豬哥亮 胡瓜
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085981,8,372,2.0
232633627068_10155733124207069,2017-03-28 06:35:02,吃喝玩樂蘋果花,"【直播結束】科教館新展覽好可愛，#直播 快來看
　
#科教館 #展覽 #便便展",video,https://www.facebook.com/apple.supplement/videos/1102215729923869/,11,136,
232633627068_10155733120517069,2017-03-28 06:31:57,台大原評估豬哥亮至少還有1年　這原因讓他突病危,"現在六個月就傳病危 #最新
　
#豬哥亮 #台大",link,http://www.appledaily.com.tw/realtimenews/article/life/20170328/1086061,42,2545,28.0
232633627068_10155733060462069,2017-03-28 06:22:40,少婦給店員的咖啡附字條　網友高潮翻譯,"好想知道後續喔 😂😂 #天編
　
#紙條 #店員 #爆廢公社 爆廢公社
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/life/20170328/1085979,56,1052,22.0
232633627068_10155733084717069,2017-03-28 06:08:04,埔心牧場餵馬親子遊　前購物專家兒子被咬斷指,"醫師說斷指被馬咬掉回來是不可能，把斷指跟肚子縫在一起，希望讓斷指長出原本長度...😵 #最新
　
#桃園 味全埔心牧場 #馬 #意外",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1086000,225,1410,228.0
232633627068_10155733064697069,2017-03-28 05:59:15,吃喝玩樂蘋果花,"【直播結束】母親節蛋糕評比part 2 來啦！ 吃喝玩樂蘋果花 現正 #直播 中
　
#蛋糕 #母親節 #評比",video,https://www.facebook.com/apple.supplement/videos/1102199896592119/,4,158,
232633627068_10155732994542069,2017-03-28 05:35:05,【獨家內幕】謝金燕守病房3天3夜　豬哥亮終於見到19歲寶貝孫,"Q__Q #最新
　
#獨家 #豬哥亮 #謝金燕 豬哥亮",link,http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085994,42,4238,34.0
232633627068_10155732845322069,2017-03-28 05:30:00,【祕密客】80元滷肉飯　想吃未必點得到,"這個份量 #宅編 要吃10碗才會飽 orz
　　
完整 #動新聞【祕密客】80元滷肉飯　想吃未必點得到
http://www.appledaily.com.tw/actionnews/appledaily/sub/20170328/1085682/
　
【圖文報導】
http://www.appledaily.com.tw/realtimenews/article/strange/20170328/1085682/
　
#祕密客 #滷肉飯 #美食 #台北 #排隊美食",video,https://www.facebook.com/appledaily.tw/videos/10155732845322069/,90,894,22.0
232633627068_10155732942937069,2017-03-28 05:21:02,【把你廢了片】員工被打　霸氣老闆做這2件事護他,"wow 太帥氣了！！#天編
　
#格力 #董明珠 #員工
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/finance/20170328/1085712,28,851,34.0
232633627068_10155732904732069,2017-03-28 05:11:40,【恐怖】記仇20年　他5小時連續放火燒4同學家,"隔了20年還在氣...囧
　
#台中",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1085867,866,11483,1523.0
232633627068_10155732851212069,2017-03-28 05:00:00,「台灣國護照」闖日成功　女鄉民現身Ptt,"本尊現身啦！！！
　
【中國官媒po照片：台女持「台灣國」護照　在日闖關成功】
http://www.appledaily.com.tw/realtimenews/article/international/20170327/1085610/
　
#台灣國 #護照 #批踢踢 批踢踢實業坊(Ptt.cc) #鄉民
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/politics/20170328/1085920/,301,2156,24.0
232633627068_10155732773187069,2017-03-28 04:50:00,,"四大天王終於等到你！！ #宅編
　　
完整 #動新聞【撒花】郭富城下月中娶網紅爆雙喜　準老婆傳懷孕2個月
http://ent.appledaily.com.tw/actionnews/index/20170327/1085462/0
　
【圖文報導】
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170327/1085462/
　
#郭富城 #方媛 #城城",video,https://www.facebook.com/appledaily.tw/videos/10155732773187069/,10,633,5.0
232633627068_10155732842127069,2017-03-28 04:37:32,【最後和解】余天放下5年仇恨　急探豬哥亮「老朋友這麼久了」,"余天說：「都老朋友這麼久了，本來就沒什麼事，我之前就有主動打給他，但他都沒接。」  #最新
　
【18年破冰守病房】謝金燕豬哥亮發共同聲明　「爸爸對不起、女兒愛你」
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085894/
　
#余天 #豬哥亮 豬哥亮",link,http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085946/,30,2082,32.0
232633627068_10155732728167069,2017-03-28 04:30:00,【有種開喇叭】八大版技安唱歌,"想跟她唱歌舉手！（用力舉） #請分享 
　
#技安 #音痴 #注意音量 #療癒 #不能只有我聽到 #蘋果精選影片",video,https://www.facebook.com/appledaily.tw/videos/10155732728167069/,267,2130,188.0
232633627068_10155732825327069,2017-03-28 04:24:54,救女童幫拉狗鏈　晨運婦遭比特犬狠咬重傷,"天哪>< #最新
　
#比特犬",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1085851/,130,1069,78.0
232633627068_10155732802677069,2017-03-28 04:10:28,好市多又有東西被拆開　網友加碼爆料更狂的！,"公德心是很好的東西，希望每個人都有一個ಠ_ಠ
　
#好市多 #Costco #奧客 靠北奧客
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/life/20170328/1085900/,26,359,10.0
232633627068_10155732784952069,2017-03-28 04:00:12,北京搭機到小港　通緝犯從機場空橋跳窗逃逸,"！！！！！！ #最新
　
#小港機場 #高雄 #通緝犯",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1085928/,46,856,20.0
232633627068_10155732628182069,2017-03-28 03:50:00,【W命案】密醫幫小模打排毒針　成分竟然是這個,"吳男之前已有前科紀錄，這次依舊沒有醫師資格，替郭女進行侵入性治療，因此依法起訴
　　
完整 #動新聞【W命案】密醫幫小模打排毒針　成分竟然是這個
http://www.appledaily.com.tw/actionnews/appledaily/5/20170327/1085165/
　
【圖文報導】
http://www.appledaily.com.tw/realtimenews/article/local/20170327/1085165/
　
#W命案 #密醫 #朱家龍 #土豪哥 #排毒針",video,https://www.facebook.com/appledaily.tw/videos/10155732628182069/,13,474,1.0
232633627068_10155732748072069,2017-03-28 03:37:20,【18年破冰守病房】謝金燕豬哥亮發共同聲明「爸爸對不起、女兒愛你」 | 即時新聞 | 20170328 | 蘋果日報,"父女倆終於見面了！ #最新
　
【豬哥亮病危醫院謝絕探病　朱延平王彩樺遭拒門外】
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085902/
　
【壹週刊】豬哥亮被爆看塔位　發病危通知放棄急救
http://www.appledaily.com.tw/realtimenews/article/nextmag/20170328/1085812/
　
#謝金燕 #豬哥亮 豬哥亮 謝金燕 Jeannie",link,http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085894/,126,8678,152.0
232633627068_10155732612992069,2017-03-28 03:30:00,【獨家片】台灣第一支紅色i7 Plus開箱！,"iphone8可以出紅色嗎？罷拖～(✪ω✪) #宅編
　　
完整 #動新聞【獨家片】台灣第一支紅色i7 Plus開箱！
http://www.appledaily.com.tw/actionnews/appledaily/sub/20170327/1085645/
　
【圖文報導】
http://www.appledaily.com.tw/realtimenews/article/3c/20170327/1085645/
　
#i7紅  #i7 #iphone #iphone7 #i7Plus #蘋果獨家 Apple",video,https://www.facebook.com/appledaily.tw/videos/10155732612992069/,31,410,9.0
232633627068_10155732715407069,2017-03-28 03:22:59,【國際為什麼】日本女生上體育課得穿緊身短褲,"原來緊身短褲是這麼來的( ͡° ͜ʖ ͡°) #看蘋果長知識 #路編
　
【#火線話題】國際為什麼
http://goo.gl/8eeapZ
　
#國際為什麼 #國際新聞 #蘋果國際 #內有影片 #ブルマー #Bloomers",link,http://www.appledaily.com.tw/realtimenews/article/international/20170328/1085742/,93,2743,175.0
232633627068_10155732668242069,2017-03-28 03:06:41,鬼才漫畫家鄭問周日過世　享年58歲,"！！！！！！願大師一路好走 #最新
　
【超霸氣漫畫宗師！弟子有難「抄球棒就下山」】
http://www.appledaily.com.tw/realtimenews/article/life/20170328/1085866/
　
#鄭問 #漫畫家 #鍾孟舜 #鬼才 #RIP",link,http://www.appledaily.com.tw/realtimenews/article/life/20170328/1085886/,95,2323,272.0
232633627068_10155732646927069,2017-03-28 03:00:10,撞倒機車對方直接留現金！車主要他踹共,"平平是撞倒機車也留了字條，為什麼車主反應差這麼多呢( ͡° ͜ʖ ͡°) #路編
　
【人美心美】本尊曝光！撞倒機車留字條的是她　臉書暴動中
http://www.appledaily.com.tw/realtimenews/article/life/20170327/1085213/
　
#爆廢公社
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/life/20170328/1085826/,61,2007,30.0
232633627068_10155730456902069,2017-03-28 03:00:00,臉書精選影片-車內塞爆米花,"唉唷~~~沃低媽壓~~~~(超傻眼) #皮編 😲😲😲
　
#蘋果精選影片 #爆米花 #影片",video,https://www.facebook.com/appledaily.tw/videos/10155730456902069/,67,1901,38.0
232633627068_10155732579957069,2017-03-28 02:50:01,【紙紮咒】曹西平記恨2年　拒和解潘若迪,"曹西平：「你可以詛咒一個在演藝圈30年的唱跳始祖嗎？你可以嗎？你憑什麼？」 
　　
完整 #動新聞【紙紮咒】曹西平記恨2年　拒和解潘若迪
http://ent.appledaily.com.tw/actionnews/index/20170327/1084961/0
　
【圖文報導】
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170327/1084961/
　
#曹西平 #潘若迪 #紙紮 #心結 曹西平的粉絲愛團 潘若迪_Funky Dance",video,https://www.facebook.com/appledaily.tw/videos/10155732579957069/,159,1387,14.0
232633627068_10155732609737069,2017-03-28 02:42:10,他看到女生房間長這樣崩潰了　網友卻說很正常,"只是衣服、雜物多了一點啦，沒事兒沒事兒😂😂😂 
　
#房間 #收納 #爆廢公社
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/life/20170328/1085817/,77,485,28.0
232633627068_10155732596457069,2017-03-28 02:35:37,【不斷更新】旅法中國人被警擊斃　數百人圍警局抗議遭打濺血,"這件事起源於一名旅法中國人在巴黎19區與當地警察發生衝突而被開槍打死，要求法國警方盡快查明真相。警方與家屬對此事說法不一......
　
#國際新聞 #蘋果國際 #法國",link,http://www.appledaily.com.tw/realtimenews/article/international/20170328/1085743/,270,1387,73.0
232633627068_10155732512552069,2017-03-28 02:30:00,【瞎片】國道逼車30公里　內車道急煞對峙,"不要用生命賭氣（白眼） #宅編
　　
【瞎片】國道逼車30公里　內車道急煞對峙
http://www.appledaily.com.tw/realtimenews/article/local/20170327/1085244/
　
#國道 #逼車 #危險駕駛 #蘋果精選影片",video,https://www.facebook.com/appledaily.tw/videos/10155732512552069/,102,1376,36.0
232633627068_10155732508872069,2017-03-28 02:19:03,豬哥亮被爆病危看塔位　謝金晶「爸爸沒事」,"記者私下詢問主治醫師，對方表示雖然已末期，還未到病危，目前用支持性療法......
　
【壹週刊】豬哥亮被爆看塔位　發病危通知放棄急救
http://www.appledaily.com.tw/realtimenews/article/nextmag/20170328/1085812/
　
#豬哥亮 #謝金晶 謝金晶Twinkling Ting",link,http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085823/,1,435,6.0
232633627068_10155732530672069,2017-03-28 02:12:05,【系列1】五月天20年造神破10紀錄　揭夜巿人生鹹水雞度日,"是說2001年和2016年的阿信根本沒什麼變！！！
　
#五月天 五月天 阿信 五月天 Mayday 五月天 怪獸 五月天 瑪莎 五月天 石頭  #Mayday
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085395/,10,1236,16.0
232633627068_10155732421467069,2017-03-28 02:00:00,Note 7借屍還魂！　三星證實想翻新再賣,"還來啊！！ #天編
　
#三星 Samsung Mobile Taiwan #Note7 #N7 
🐄 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/realtimenews/article/finance/20170328/1085721,91,852,54.0
232633627068_10155732314272069,2017-03-28 01:49:28,郭富城香港申請結婚曝光 下月中迎娶孕味方媛,"天王確定死會了(つД`)
　
#郭富城 #香港 #結婚 #方媛 AARON KWOK 郭富城 #蘋果娛樂 #內有影片
🐃在家養牛能成真 https://goo.gl/ovKwrA",link,http://ent.appledaily.com.tw/section/article/headline/20170328/37597784,15,342,2.0
232633627068_10155732453197069,2017-03-28 01:40:21,【壹週刊】發病危通知放棄急救　豬哥亮被爆看塔位,"1周前再度住院，但身體虛弱無法化療...😱
　
【豬哥亮被爆病危看塔位　謝金晶「爸爸沒事」】
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085823/
　
#壹週刊 豬哥亮 #豬哥亮",link,http://www.appledaily.com.tw/realtimenews/article/nextmag/20170328/1085812,192,8888,200.0
232633627068_10155732430992069,2017-03-28 01:31:26,妳體內有「拍咪呀」　宮主性侵2年557次,"557次！？
　
#台南 #宮廟",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1085768,477,4413,310.0
232633627068_10155732334492069,2017-03-28 01:20:00,郭泓志不死鳥奮起 初登板中繼2局無安打,"小小郭加油！！！
　
#郭泓志 #內有影片 郭泓志(Hong-Chih Kuo) 郭泓志 #小小郭 San Diego Padres #padres #MLB #蘋果體育 MLB
🐃在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/appledaily/article/sports/20170328/37597664/,4,519,
232633627068_10155732321237069,2017-03-28 01:10:00,世越號殘骸今靠岸 尋9遺體,"3年了，還有9個人沒被找到......
　　
#世越號 #南韓 #國際新聞 #蘋果國際 #Sewol #세월호",link,http://www.appledaily.com.tw/appledaily/article/international/20170328/37597958/,12,894,4.0
232633627068_10155732357517069,2017-03-28 00:59:12,【獨家直擊】羅志祥攜女友返台家長同行傳夏威夷祕婚,"喔喔！結婚了嗎 ( ͡° ͜ʖ ͡°) #最新
　
#獨家 羅志祥 SHOW #周揚青 #羅志祥",link,http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170328/1085795,90,950,10.0
232633627068_10155732307692069,2017-03-28 00:50:00,火車撞死6小牛 完蛋了 台鐵將求償 飼主哭沒錢賠,"對於台鐵可能求償，邱先生說，部落祭典都辦過了，已無牛肉需求，「家裡沒錢，這些賠償我付不出來，希望大眾能買這批牛肉，至少還錢可以輕鬆點。」
　
【年奪25人命 台鐵砸4億架圍籬防堵】
http://www.appledaily.com.tw/appledaily/article/headline/20170328/37597780/
　
#內有影片 #台鐵 #台東 #區間車 #蘋果頭條",link,http://www.appledaily.com.tw/appledaily/article/headline/20170328/37597768/,98,2178,36.0
232633627068_10155710687402069,2017-03-28 00:40:00,都市化現象以及城市的未來｜TEDEd｜蘋果日報｜Apple Daily,"在未來，人人都可以在家養頭牛？！
　
#TEDEd 在家養牛能成真 https://goo.gl/ovKwrA",link,http://www.appledaily.com.tw/teded/article/238/rnews/20170301/1065538,19,618,46.0
232633627068_10155732254392069,2017-03-28 00:30:00,【有片】印尼森林驚現「哈比人」 禿頭、奔跑速度奇快 | 即時新聞 | 20170328 | 蘋果日報,"感覺又要呼叫寶傑了...

#哈比人 #關鍵時刻 #印尼 #奇聞 #真假",link,http://www.appledaily.com.tw/realtimenews/article/international/20170328/1085741/,117,3182,130.0
232633627068_10155732240477069,2017-03-28 00:03:48,好天氣到周四　周五變天！周六下探12℃ | 即時新聞 | 20170328 | 蘋果日報,"連假四天，幸好還有二天的天氣不錯...
天公伯呀！

#樂園 #連假 #出遊 #交通 #天氣 #氣象局 #清明",link,http://www.appledaily.com.tw/realtimenews/article/life/20170328/1085758/,26,2057,212.0
232633627068_10155732235372069,2017-03-28 00:01:34,小燈泡忌日前夕　媽發文「沒有一天不落淚...」沉痛呼籲重視教育 | 即時新聞 | 20170328 | 蘋果日報,"還記得去年的這天嗎？

#小燈泡 #女童 #司改 #死刑 #教育",link,http://www.appledaily.com.tw/realtimenews/article/local/20170328/1085767/,290,9130,246.0
232633627068_10155720581222069,2017-03-27 22:20:00,蘋果動未條,"傻狗狗QAQ  #鄉編
　　
看更多 #影片，快加入 蘋果動未條 粉絲團",video,https://www.facebook.com/appledaily.animation/videos/651952478337277/,8,1538,
232633627068_10155730830817069,2017-03-27 22:10:00,【封奶當城嫂】方媛香豔辣照懶人包　圖多看個夠,"城嫂也是很辣的啊~(內有多圖) #皮編
　
【郭富城下月中娶網紅爆雙喜　準老婆傳懷孕2個月】
http://ent.appledaily.com.tw/realtimenews/article/entertainment/20170327/1085462/
　
#郭富城 #方媛 #中國網紅",link,https://goo.gl/xoXQY4,34,685,12.0
232633627068_10155720582327069,2017-03-27 22:00:00,蘋果動未條,"#鄉編 超愛買壽司組合耶，粉粉有買過什麼地雷嗎？？
　　
看更多 #影片，快加入 蘋果動未條 粉絲團　",video,https://www.facebook.com/appledaily.animation/videos/651921705007021/,14,484,
232633627068_10155730823547069,2017-03-27 21:00:00,女生愛吃消夜　研究指乳癌風險恐飆升,"蝦米！？我超愛吃消夜的啊啊啊啊啊啊啊(崩潰) #皮編
　
#消夜 #乳癌 #荷爾蒙
🌳植物之間怎麼打小報告？？https://goo.gl/uzQXl6",link,http://www.appledaily.com.tw/realtimenews/article/life/20170327/1085399/,14,550,102.0
232633627068_10155730818982069,2017-03-27 20:00:00,早產僅800克　英奇蹟寶寶現在9個月大了,"剛出生時好小好小....現在終於健康長大了！ #皮編
　
#早產兒 #英國 #蘋果國際
🌳植物之間怎麼打小報告？？https://goo.gl/uzQXl6",link,http://www.appledaily.com.tw/realtimenews/article/international/20170327/1085566/,5,635,2.0
232633627068_10155730806707069,2017-03-27 19:00:00,秦漢考古首見小狗墓　有陶俑陪葬,"此情況為秦漢考古中首見，足見主人對牠的喜愛~🐶 #皮編
　
#考古 #秦漢櫟陽城遺址 #小狗墓葬
🌳植物之間怎麼打小報告？？https://goo.gl/uzQXl6",link,http://www.appledaily.com.tw/realtimenews/article/international/20170327/1085646/,4,289,2.0
232633627068_10155730795007069,2017-03-27 18:00:00,鄭明典：台灣海峽真有黑水溝,"挖喔~~古人說""黑水溝""原來是真的耶~~(神奇) #皮編
　
#黑水溝 #鄭明典
🌳植物之間怎麼打小報告？？https://goo.gl/uzQXl6",link,http://www.appledaily.com.tw/realtimenews/article/life/20170327/1085430/,19,2094,64.0
232633627068_10155730769522069,2017-03-27 17:45:00,同婚戰火全台燒　挺反總動員高雄開戰,"戰火開始延燒！粉粉們怎麼看？ #皮編
　
【同婚議題邱太三點名劉教授　劉霸氣回應了】
http://www.appledaily.com.tw/realtimenews/article/life/20170327/1085421/
　
#同婚議題 #性別平權",link,http://www.appledaily.com.tw/realtimenews/article/life/20170327/1085478/,31,189,6.0
232633627068_10155730789092069,2017-03-27 17:40:06,你想過高雄、台北、台中的未來嗎？｜TEDEd｜蘋果日報｜Apple Daily,"你覺得自己算是一個都市人嗎？有沒有想過你居住的都市該何去何從呢？
　
#TEDEd https://goo.gl/ovKwrA",link,https://goo.gl/ovKwrA,19,618,46.0
232633627068_10155730135607069,2017-03-27 17:30:00,蘋果動未條,"影片可能造成不適，慎入...
　　
看更多 #影片，快加入 蘋果動未條 粉絲團",video,https://www.facebook.com/appledaily.animation/videos/653803858152139/,19,489,
